Batch,Site,Latitude,Longitude,Subregion,Zone,fHabitat,Habitat,SiteComments,Team,TransectNum,Date,EndDepth,Surveyor,shared,Buddy,TransectComments,Species,Width,Height,Bleaching,OldMortality,RecentMortality,OtherRecentMortality,DiseaseRecentMoratlity,TLRate,dCondition,oCondition
2020,U3029,24.56414,-81.47479,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,9/17/2020,30,SASI,0,,,PAST,11,3,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3029,24.56414,-81.47479,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,9/17/2020,30,SASI,0,,,PAST,13,4,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3029,24.56414,-81.47479,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,9/17/2020,30,SASI,0,,,PAST,7,5,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3029,24.56414,-81.47479,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,9/17/2020,30,SASI,0,,,PAST,16,7,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3029,24.56414,-81.47479,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,9/17/2020,30,SASI,0,,,PAST,14,7,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3029,24.56414,-81.47479,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,9/17/2020,30,SASI,0,,,SSID,16,10,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3029,24.56414,-81.47479,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,9/17/2020,30,SASI,0,,,SINT,8,4,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3029,24.56414,-81.47479,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,9/17/2020,30,SASI,0,,,SINT,11,6,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,PAST,22,21,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,SSID,9,3,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,MCAV,22,9,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,SSID,22,12,Not Bleached,10,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,SSID,12,4,Not Bleached,20,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,SSID,11,3,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,PAST,7,2,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,OFAV,31,42,Not Bleached,75,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,MCAV,110,55,Pale,40,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,MCAV,200,65,Pale,40,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,MCAV,120,50,Not Bleached,50,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,SSID,83,40,Not Bleached,10,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,SSID,8,3,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,SINT,7,3,Not Bleached,10,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,SINT,11,4,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,SINT,8,3,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,MCAV,13,6,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,MCAV,24,31,Not Bleached,30,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,MCAV,42,20,Not Bleached,15,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,MCAV,55,30,Not Bleached,25,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,MCAV,50,32,Not Bleached,25,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,OFAV,200,110,Partly Bleached,65,0,0,0,NULL,DC,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,OFAV,120,90,Pale,65,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,SINT,9,2,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,SSID,17,11,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,MCAV,55,15,Not Bleached,20,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,SSID,16,12,Not Bleached,5,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,SSID,22,10,Not Bleached,15,5,5,0,NULL,NULL,PRD
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,SSID,12,4,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,SSID,9,4,Not Bleached,20,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,SSID,16,2,Not Bleached,10,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,SSID,10,3,Not Bleached,5,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,SSID,15,3,Not Bleached,5,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,PAST,22,12,Not Bleached,50,2,2,0,NULL,NULL,OGI
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,PAST,32,13,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,MCAV,132,115,Not Bleached,25,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,SSID,27,17,Not Bleached,20,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,SSID,21,13,Not Bleached,5,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,PAST,32,10,Not Bleached,10,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,MCAV,100,55,Not Bleached,40,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,SSID,19,12,Not Bleached,5,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,PAST,18,15,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,OANN,50,25,Not Bleached,70,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,SSID,25,15,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,SSID,18,12,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,MCAV,70,50,Partly Bleached,60,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,SINT,8,4,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,MCAV,30,25,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,MCAV,18,10,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,OFAV,22,12,Not Bleached,40,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,SINT,8,7,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,SSID,10,8,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,SSID,7,7,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,SSID,8,8,Not Bleached,3,0,0,0,NULL,NULL,OGI
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,OFAV,63,40,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,MCAV,100,65,Not Bleached,40,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,MCAV,20,25,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,PAST,25,20,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,OFAV,18,11,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,CNAT,6,10,Pale,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,MCAV,15,10,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,MCAV,65,30,Not Bleached,50,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,SSID,35,20,Not Bleached,5,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,OFAV,90,40,Not Bleached,5,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,SSID,15,10,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,OANN,40,25,Not Bleached,10,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,SSID,40,18,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,MCAV,60,45,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,MCAV,25,20,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,SINT,16,15,Partly Bleached,3,0,0,0,NULL,NULL,MUC
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,SINT,18,12,Not Bleached,65,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,SSID,28,20,Not Bleached,10,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,MCAV,26,12,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,SSID,62,28,Not Bleached,20,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,SSID,35,14,Not Bleached,85,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,SSID,50,35,Not Bleached,10,0,0,0,NULL,NULL,MUC
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,SSID,35,10,Not Bleached,3,0,0,0,NULL,NULL,OGI
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,SSID,34,20,Not Bleached,2,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,CNAT,46,25,Pale,50,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,SSID,23,15,Not Bleached,5,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,OFAV,14,10,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,SINT,20,12,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,OFAV,20,10,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,SSID,28,10,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,MCAV,42,20,Pale,80,3,0,3,SL,STL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,MCAV,46,12,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,PPOR,10,8,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,MCAV,110,90,Not Bleached,45,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,SSID,48,14,Not Bleached,25,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,MCAV,45,30,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,MCAV,34,28,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,MCAV,47,45,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,2,10/16/2020,13,SASI,0,,,SSID,50,30,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,MCAV,15,6,Not Bleached,0,0,0,0,NULL,NULL,NULL
2020,U3041,24.57965,-81.5639,Lower Keys,Mid Channel,Isolated Reef,ISOL_MR,,MOTE,1,10/16/2020,11,COWA,0,,,PAST,28,21,Not Bleached,0,0,0,0,NULL,NULL,NULL
2021,V1241,24.560012,-81.350313,Lower Keys,Forereef,Isolated Reef,SPGR_LR,,MOTE,1,8/16/2021,19,COWA,0,,,AHUM,6,1,Not Bleached,0,0,0,0,NULL,NULL,NULL
2021,V1241,24.560012,-81.350313,Lower Keys,Forereef,Isolated Reef,SPGR_LR,,MOTE,1,8/16/2021,19,COWA,0,,,AHUM,5,1,Not Bleached,0,0,0,0,NULL,NULL,NULL
2021,V1241,24.560012,-81.350313,Lower Keys,Forereef,Isolated Reef,SPGR_LR,,MOTE,1,8/16/2021,19,COWA,0,,,AHUM,9,2,Not Bleached,0,0,0,0,NULL,NULL,NULL
2021,V1241,24.560012,-81.350313,Lower Keys,Forereef,Isolated Reef,SPGR_LR,,MOTE,1,8/16/2021,19,COWA,0,,,AAGA,10,2,Not Bleached,0,0,0,0,NULL,NULL,NULL
2021,V1241,24.560012,-81.350313,Lower Keys,Forereef,Isolated Reef,SPGR_LR,,MOTE,1,8/16/2021,19,COWA,0,,,AAGA,22,7,Not Bleached,5,0,0,0,NULL,NULL,NULL
2021,V1241,24.560012,-81.350313,Lower Keys,Forereef,Isolated Reef,SPGR_LR,,MOTE,1,8/16/2021,19,COWA,0,,,SRAD,10,3,Not Bleached,50,5,5,0,NULL,NULL,SC
2021,V1241,24.560012,-81.350313,Lower Keys,Forereef,Isolated Reef,SPGR_LR,,MOTE,1,8/16/2021,19,COWA,0,,,MCAV,12,5,Not Bleached,10,0,0,0,NULL,NULL,NULL
2021,V1241,24.560012,-81.350313,Lower Keys,Forereef,Isolated Reef,SPGR_LR,,MOTE,1,8/16/2021,19,COWA,0,,,OFAV,50,50,Not Bleached,5,0,0,0,NULL,NULL,NULL
2021,V1241,24.560012,-81.350313,Lower Keys,Forereef,Isolated Reef,SPGR_LR,,MOTE,1,8/16/2021,19,COWA,0,,,PAST,13,7,Not Bleached,5,0,0,0,NULL,NULL,ABR
2021,V1241,24.560012,-81.350313,Lower Keys,Forereef,Isolated Reef,SPGR_LR,,MOTE,1,8/16/2021,19,COWA,0,,,PAST,8,4,Pale,0,0,0,0,NULL,NULL,NULL
2021,V1241,24.560012,-81.350313,Lower Keys,Forereef,Isolated Reef,SPGR_LR,,MOTE,1,8/16/2021,19,COWA,0,,,PAST,12,4,Pale,0,0,0,0,NULL,NULL,NULL
2021,V1241,24.560012,-81.350313,Lower Keys,Forereef,Isolated Reef,SPGR_LR,,MOTE,1,8/16/2021,19,COWA,0,,,PAST,13,5,Not Bleached,5,0,0,0,NULL,NULL,NULL
2021,V1241,24.560012,-81.350313,Lower Keys,Forereef,Isolated Reef,SPGR_LR,,MOTE,1,8/16/2021,19,COWA,0,,,SSID,18,12,Not Bleached,20,0,0,0,NULL,NULL,NULL
2021,V1241,24.560012,-81.350313,Lower Keys,Forereef,Isolated Reef,SPGR_LR,,MOTE,1,8/16/2021,19,COWA,0,,,AHUM,5,2,Not Bleached,0,0,0,0,NULL,NULL,NULL
2021,V1241,24.560012,-81.350313,Lower Keys,Forereef,Isolated Reef,SPGR_LR,,MOTE,1,8/16/2021,19,COWA,0,,,SINT,9,4,Not Bleached,10,0,0,0,NULL,NULL,NULL
2021,V1241,24.560012,-81.350313,Lower Keys,Forereef,Isolated Reef,SPGR_LR,,MOTE,2,8/16/2021,28,COWA,0,,,SINT,17,9,Not Bleached,1,0,0,0,NULL,NULL,NULL
2021,V1241,24.560012,-81.350313,Lower Keys,Forereef,Isolated Reef,SPGR_LR,,MOTE,2,8/16/2021,28,COWA,0,,,SINT,17,6,Pale,5,0,0,0,NULL,NULL,NULL
2021,V1241,24.560012,-81.350313,Lower Keys,Forereef,Isolated Reef,SPGR_LR,,MOTE,2,8/16/2021,28,COWA,0,,,SSID,5,2,Totally Bleached,1,0,0,0,NULL,NULL,NULL
2021,V1302,24.548816,-81.709195,Lower Keys,Inshore,Isolated Reef,ISOL_MR,,MOTE,2,9/29/2021,12,SASI,0,,,SINT,13,5,Not Bleached,15,0,0,0,NULL,NULL,OGI
2021,V1302,24.548816,-81.709195,Lower Keys,Inshore,Isolated Reef,ISOL_MR,,MOTE,2,9/29/2021,12,SASI,0,,,PDIV,11,5,Not Bleached,70,0,0,0,NULL,NULL,SC
2021,V1302,24.548816,-81.709195,Lower Keys,Inshore,Isolated Reef,ISOL_MR,,MOTE,2,9/29/2021,12,SASI,0,,,PDIV,9,3,Not Bleached,15,0,0,0,NULL,NULL,SC
2021,V1302,24.548816,-81.709195,Lower Keys,Inshore,Isolated Reef,ISOL_MR,,MOTE,2,9/29/2021,12,SASI,0,,,SBOU,18,19,Not Bleached,1,0,0,0,NULL,NULL,NULL
2021,V1302,24.548816,-81.709195,Lower Keys,Inshore,Isolated Reef,ISOL_MR,,MOTE,2,9/29/2021,12,SASI,0,,,PDIV,13,5,Not Bleached,10,0,0,0,NULL,NULL,OGI
2021,V1302,24.548816,-81.709195,Lower Keys,Inshore,Isolated Reef,ISOL_MR,,MOTE,2,9/29/2021,12,SASI,0,,,SBOU,5,4,Not Bleached,0,0,0,0,NULL,NULL,NULL
2021,V1302,24.548816,-81.709195,Lower Keys,Inshore,Isolated Reef,ISOL_MR,,MOTE,2,9/29/2021,12,SASI,0,,,PDIV,10,12,Not Bleached,5,0,0,0,NULL,NULL,NULL
